Title,Service_Request_Count,Percentage
VWITS_hostname need to delete,1,0.0
VWITS_how can i configure outlook and teams on mobile,1,0.0
VWITS_how to get the outlook access for mobile ?,1,0.0
VWITS_https://service.dcso.de/tdh/cases/ not working from yesterday's morning,1,0.0
VWITS_i Have got new workspace where the HDMI cable is missing with the monitor request you to please provide the same.,1,0.0
VWITS_i am facing Storage issue and performance issue with system so i need 16 GB RAM and 256 GB Hard Disk Extension for me. This is required as part of ZPA project.,1,0.0
VWITS_i am not able to apply leaves on August 12th and 13th 2025 as earned leave on Success factor can anyone please help on this issue,1,0.0
VWITS_i am not able to clone any repository from git bash,1,0.0
VWITS_i am not able to login udemy,1,0.0
VWITS_i am not receiving external mails in outlook,1,0.0
"VWITS_i am trying to clone the github repo , but it is getting failed in my local machine. However same repository can be accessed through browser.",1,0.0
VWITS_i am unable to login into the below link-https://confluence.wob.vw.vwg:8443/confluence/login.action?os_destination=%2Fpages%2Fviewpage.action%3FspaceKey%3DE2ET%26title%3DJV%2BCONNECTandpermissionViolation=true,1,0.0
VWITS_i am working on AISHA 2.0 please grant me access to all the devstack,1,0.0
VWITS_i could not access the ZScalar and PKI Card for private,1,0.0
VWITS_i had an incident day before yesterday when i was going from 7 floor to ground floor from lift number 2. so i felt like lift fall and it stuck at floor 2 problem,1,0.0
VWITS_i have downloaded the notepad and ssms software,1,0.0
VWITS_i need HDMI cable for PC,1,0.0
VWITS_i need access for virtual PKI Card,1,0.0
"VWITS_i need access to \""devstack\"" tools, need access to bitbucket, jira, confluence etc..",1,0.0
VWITS_i need access to color printer in bangalore location,1,0.0
"VWITS_i need access to software \"" self-service\"" to be installed on my system.",1,0.0
"VWITS_i need bello KIRA resource access and assign V:VWAG_COCOA_RDR, V:VWAG_COCOADEVSTACK_RDR",1,0.0
VWITS_i need desk monitor,1,0.0
VWITS_i need the virtual  PKI card installed in my laptop,1,0.0
VWITS_i need to install  SmartID_NoLegacyCheck 3.msi . but neede admin username and password,1,0.0
VWITS_i need to install mvn in system variable can somebody help quickly its priority for me,1,0.0
VWITS_i need to install python and VS code but that software not reflected in my self-service portal,1,0.0
VWITS_i need to submit this laptop,1,0.0
VWITS_i need to update docker,1,0.0
VWITS_i want HDMI cable to connect with external monitor in Office,1,0.0
VWITS_i want node js v20 for project requirement,1,0.0
VWITS_i want read and write acess for folder:-,1,0.0
VWITS_i want shared  folder access my corp id is GQQNSGB,1,0.0
VWITS_i want the monitor at my dedicated desk and the HDMI cable,1,0.0
VGDS_ Access Requisition on IT Infra BOT Group mailbox,1,0.0
VWITS_i want to get conflunce access,1,0.0
VWITS_i want to get node installed,1,0.0
VWITS_i want to install DOORs and citrix  software in my laptop,1,0.0
VWITS_i want to install Draw.io in my laptoo,1,0.0
VWITS_i want to install node.js,1,0.0
VWITS_i want to install python and azure cli.,1,0.0
"VWITS_i want to raise access, \""Requesting approval for access to the following tools as part of our Development stack.  •\tDev Stack •\tBitbucket •\tJIRA •\tConfluence •\tJFrog Artifactory\""",1,0.0
VWITS_i want to take outlook pst,1,0.0
"VWITS_i was on Business Trip from 1st October to 3rd October, but now when i apply in SuccessFactors not able to update Business trip, request you to please update Business on these date in sucessfactor.",1,0.0
VWITS_i would like to change my headsets i received it old at the time of joining,1,0.0
VWITS_i.\tVWITS_ VWAG_COCOA_RDR (for LSO) resource access S0K6YCX V:V-B2B-EXPORT,1,0.0
VWITS_i.\tVWITS_ VWAG_COCOA_RDR (for LSO) resource access WM3KERU V:V-B2B-EXPORT,1,0.0
VWITS_iPhone login issue,1,0.0
VWITS_iPhone replacement and configuration,1,0.0
VWITS_icertis not accessible,1,0.0
VWITS_ii.\tVWITS_VWAG_COCOA_RDR (for LSO) resource access S0K6YCX V:V-B2BINT,1,0.0
VWITS_ii.\tVWITS_VWAG_COCOA_RDR (for LSO) resource access WOQDB5Z  V:V-B2BINT,1,0.0
VWITS_iii.\tVWITS_VWAG_COCOA_RDR (for LSO) resource access S0K6YCX V:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_iii.\tVWITS_VWAG_COCOA_RDR (for LSO) resource access WOQDB5Z  V:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_information about Advanced Salary process,1,0.0
VWITS_information regarding software form fill up,1,0.0
VWITS_install A360 Bot agent,1,0.0
VWITS_install Java version 8 update 441 in laptop,1,0.0
VWITS_install Windows 11 Virtual machine on the laptop,1,0.0
VWITS_install a keypass,1,0.0
VWITS_install chrome browser (project requirement) on my laptop,1,0.0
VWITS_install git for project requirement.,1,0.0
VWITS_install github co-pilot on laptop,1,0.0
VWITS_install github co-piplot in vs-code and pycharm,1,0.0
VWITS_install microsoft visual studio on system,1,0.0
VWITS_install notepad++ in laptop,1,0.0
VWITS_install postman,1,0.0
VWITS_install postman application,1,0.0
VWITS_install python 3.11,1,0.0
VWITS_install sap login,1,0.0
VWITS_install the printer on device.,1,0.0
VWITS_install virtual smart card,1,0.0
VWITS_installation node js version 22,1,0.0
VWITS_installation of  a Nodejs latest version,1,0.0
VWITS_installation of Hyper-V,1,0.0
VWITS_installation of Putty software version 0.78,1,0.0
VWITS_installation of pageant version 0.74,1,0.0
"VWITS_installation of self service, putty, notepad++",1,0.0
VWITS_installed notepad++ and pycharm,1,0.0
VWITS_installed python 3.7,1,0.0
"VWITS_intelijj need to upgrade, GGN",1,0.0
VWITS_intelliJ license got expired,1,0.0
VWITS_intellij and workbench installation on laptop,1,0.0
"VWITS_intellij community, SSMS Installation, GGN",1,0.0
VWITS_intellij idea installation for priyanka Pawar,1,0.0
"VWITS_intellij need to upgrade, GGN",1,0.0
VWITS_intellij software installation on replacement laptop,1,0.0
VWITS_iphone login issue,1,0.0
VWITS_issue again for the QA url,1,0.0
VWITS_issue related suucessfactor,1,0.0
VWITS_it's been 15 days. i raised request and 1 week since it got completed in myserve.,1,0.0
VWITS_iv.\tVWITS_VWAG_COCOA_RDR (for LSO) resource access S0K6YCX V:VWAG_COCOADEV_RDR,1,0.0
VWITS_iv.\tVWITS_VWAG_COCOA_RDR (for LSO) resource access WOQDB5Z  V:VWAG_COCOADEV_RDR,1,0.0
"VWITS_jdk downgrade version need to install,",1,0.0
"VWITS_jdk upgradation version require, GGN",1,0.0
VWITS_jfog and devstack access,1,0.0
VWITS_keep getting dialogue box in laptop asking to closed the programs in middle of working and it hanged the whole laptop.,1,0.0
VGDS_ Request For printer installation,1,0.0
VWITS_kindly Install Printer Access Software,1,0.0
VWITS_kindly add my employee id/ VW ID to Pune DL's.,1,0.0
VWITS_kindly create a soft certificate for a given technical account,1,0.0
VWITS_kindly enable teams recording feature for Sentinel Project requirement.,1,0.0
VWITS_kindly help to set environment variable,1,0.0
VWITS_kindly install VSC on my machine,1,0.0
VWITS_kindly install github co-piplot in vs-code,1,0.0
VWITS_kindly install the new monitor (desk - HUD-06-350)),1,0.0
VGDS_ Request for New  laptop configuration,1,0.0
VWITS_kindly uninstall the docker from system,1,0.0
VWITS_kira resource for FAP team member,1,0.0
VWITS_kira resources access,1,0.0
VWITS_lag while working on Remote desktop connection,1,0.0
VWITS_laptop  completely freezes and becomes unresponsive.,1,0.0
VWITS_laptop  get's freeze and display gets blur,1,0.0
VWITS_laptop MIC issue,1,0.0
"VWITS_laptop camera is not working. error \""no camera found\""",1,0.0
VWITS_laptop hangs completely.,1,0.0
"VWITS_laptop is not booting, giving beeps",1,0.0
VWITS_laptop is working very slow and many installations are also not happening.,1,0.0
VWITS_laptop performance is very slow it is taking very longer time to come up.,1,0.0
VWITS_laptop replaced and need to install application.,1,0.0
VWITS_laptop replacement,1,0.0
"VWITS_laptop replacement, GGN",1,0.0
VWITS_laptop restarting again and again every 5-10 mins and over heating as well.,1,0.0
VWITS_laptop slowness issue,1,0.0
"VWITS_last two days SAP not working, its showing error logon balancing error 88",1,0.0
"VWITS_ldap auto.home anpassen : deatils /home/ARVQ4AX -> kslnx0045:/usr2/people/ARVQ4AX , UserID: ARVQ4AX , reference ticket : RR18042877",1,0.0
VWITS_leave application,1,0.0
"VWITS_less space is available, please remove unnecessary files",1,0.0
VWITS_local drive C Full.,1,0.0
VWITS_looking for policy on VW Group Brand discounts on Cars/Bikes purchase. Can we refer any of our friends and assist in availing discount?,1,0.0
VWITS_lost PKI card,1,0.0
VWITS_microphone is not working.,1,0.0
VWITS_mobile replacement,1,0.0
VWITS_monitor installation request in desk,1,0.0
"VWITS_mouse is not working, GGN",1,0.0
VWITS_mouse right click is not working,1,0.0
VWITS_mozilla software need to upgrade for Paramjeet Chhabra User,1,0.0
VWITS_my Colleague Hrushikesh Rajankar has left the VWIT organization in september we need one teams or snipping recording which he recorded. can you please provide that ?,1,0.0
"VWITS_my SAP GUI is not working and my work/deliverables are hampered, AISHA is not able to open an incident so need help on this on priority, please provide a contact who can help to check the issue on priority.",1,0.0
VWITS_my check point VPN certificate is going to expire in 3 days need assistance to renew the same,1,0.0
VWITS_my laptop has run out of storage space. I am unable to save files or install necessary updates,1,0.0
VWITS_my laptop is expired,1,0.0
"VWITS_my laptop is working very slow , getting very frequently hanged and asking for frequent restart",1,0.0
VWITS_my mac is getting heat and lagging multiple times,1,0.0
VWITS_my mac which says password for my outlook account is expiring in 4 days.,1,0.0
VWITS_my outlook always shows disconnected i am not able to send the mail through my account,1,0.0
VWITS_my powerbi desktop does not working properly. I lost my data. Please do something,1,0.0
VWITS_my serve link,1,0.0
VWITS_my smart card is blocked,1,0.0
VWITS_my succeefactor account is been locked can you unlock it,1,0.0
VWITS_my system not having access to self service portal,1,0.0
VWITS_my team member  is not able to login one Connect portal from the mac book,1,0.0
VWITS_myServ application is not working..,1,0.0
VWITS_mysql uninstall and install,1,0.0
VWITS_need B2B access,1,0.0
VWITS_need HDMI Cable to connect desktop and laptop in Congo Building,1,0.0
VWITS_need HDMI cable,1,0.0
VGDS_ Request for assign certificates for given  model,1,0.0
VWITS_need JFrog artifactory access for the project DataForge(CTI/O),1,0.0
VGDS_ Request for color printer access,1,0.0
"VWITS_need Kira resource access to \""V:VWAG_VWDMS_USER\""",1,0.0
VWITS_need MobaXterm software for CONNECT development,1,0.0
VWITS_need PDF to word converter.,1,0.0
VWITS_need SC3 access for project,1,0.0
VGDS_ Request for software installation,1,0.0
VWITS_need WI-Fi password for VWGuest for Vistitor,1,0.0
VWITS_need a Monitor Screen Installed on Desk. Seat# W/S-368,1,0.0
VWITS_need a headset.,1,0.0
VWITS_need a postman paid version installation on mac will attach the mail scrrenshot and pdf for postman paid invoice,1,0.0
VWITS_need a privacy glass for HP Laptop,1,0.0
VWITS_need access for COCOA devstack as a new joinee,1,0.0
VWITS_need access for below links that are related to Onboarding,1,0.0
VGDS_ VSC installation,1,0.0
VWITS_need access for confluence under thses category :  cgm-vwits-user  cgm-vwits-developer cgm-vwits-clouddevops-sdc,1,0.0
VWITS_need access for links that are related to Onboarding,1,0.0
VWITS_need access for sc3 portal.,1,0.0
VWITS_need access for self service portal,1,0.0
"VWITS_need access for this folder communication festive mailer bot , path\\\\10.105.152.23\\Communications_Festive_Mailer_BOT",1,0.0
"VWITS_need access of DL: VWITS R: Hinjewadi, VWITS POWER PLATFORM GROUP SUPPPORT",1,0.0
VWITS_need access of this folder \\\\10.105.152.23\\Communications_Festive_Mailer_BOT,1,0.0
VWITS_need access to Self Service portal,1,0.0
VWITS_need access to VW confluence. under thses category :  cgm-vwits-user  cgm-vwits-developer cgm-vwits-clouddevops-sdc,1,0.0
"VWITS_need access to \""cgm-vwits-clouddevops-sdc\"" and \""cgm-vwits-user\"". The ticket should be raised to following SC3 group \""IT4IT Support VW Group IT Solution\""",1,0.0
VWITS_need access to self service portal,1,0.0
VWITS_need access to the Charm tool for supporting the authorization related tasks,1,0.0
"VWITS_need access to the DL: VWAG R: WOB, PowerPlatform Operations",1,0.0
VWITS_need access to the shared paths folders on the New System Account (Bot ID),1,0.0
"VWITS_need access to this KIRA resource \""V:VWAG_COCOA_RDR\""",1,0.0
VWITS_need admin access,1,0.0
VWITS_need admin access for installation of java 17.,1,0.0
VWITS_need admin access to KIRA.,1,0.0
VWITS_need admin access to proceed with the configuration,1,0.0
VWITS_need admin credentials to replace host file,1,0.0
VWITS_need admin rights,1,0.0
VWITS_need administrative command prompt to installl teamcenter application as it is custom installation process and also need to set environment variables which are dependency for this installation.So need support on this by admin credentials,1,0.0
VWITS_need assistance in laptop issue,1,0.0
VWITS_need below software installation,1,0.0
VWITS_need bitbucket access,1,0.0
VWITS_need for the access,1,0.0
VWITS_need help for intellij installation,1,0.0
VWITS_need help to install Omnissa Horizon Client,1,0.0
VWITS_need help to set environment variables,1,0.0
VWITS_need help turning a MP4 file into a scorm file,1,0.0
VWITS_need incident form,1,0.0
VWITS_need installation of 1. Google chrome 2. Intellij community version 3. My SQL 4. Java,1,0.0
VWITS_need keyboard,1,0.0
VWITS_need local admin access,1,0.0
VWITS_need mac . got approval,1,0.0
VWITS_need manage engine access for common module training(IIINPUNCLPC0595),1,0.0
VWITS_need manageengine access for software installation,1,0.0
VWITS_need mongoDB and mongoDBCompas,1,0.0
VWITS_need proxy to install npm dependencies,1,0.0
VWITS_need proxy to install npm packages,1,0.0
VWITS_need python and other application like VS code,1,0.0
VWITS_need python install,1,0.0
VWITS_need read only access on RSAT to perform project related task,1,0.0
VWITS_need recording access in MS Teams,1,0.0
VWITS_need software installation,1,0.0
VWITS_need t delete from AD,1,0.0
VWITS_need teams recording access in order to record teams Project KT sessions,1,0.0
VWITS_need teams recording enabled attching required signed docuement.,1,0.0
VWITS_need the access for transcript and recording,1,0.0
VWITS_need the github co-pilot access,1,0.0
VWITS_need to add the admin access,1,0.0
VWITS_need to allocate Manage Engine license for training purpose,1,0.0
VWITS_need to allocate manage engine license for training purpose.(not installed) for the following hostname,1,0.0
VWITS_need to change my headphone as facing issues with voice clarity.,1,0.0
VWITS_need to change pki pin,1,0.0
VWITS_need to convert MS outlook mail into pdf for VIP user Shivangi Sharma,1,0.0
VWITS_need to create a Temporary DL adding few emails id,1,0.0
"VWITS_need to create a folder in program file, require admin credentials",1,0.0
VWITS_need to create a new DL/email id for HR department to publish letters to associate,1,0.0
VWITS_need to create a path  in \\\\vwvircsfs under HR.,1,0.0
VWITS_need to delete,1,0.0
VWITS_need to delete  hostname from AD,1,0.0
VGDS_#A2# [CM1763124613] SECURITY ADVISORY; Trellix - Agent - bypassing security measures; Version 1; Priority 2,1,0.0
VWITS_need to delete from AD>>VWVITHLGGN387,1,0.0
VWITS_need to delete from AD>>VWVITHLGGN851 VWVITHLGGN871,1,0.0
VWITS_need to delete hostname >> IIINPUNCLGN0038,1,0.0
VGDS_MS Office Package under SCCM in the VGDS[INDIA] LEMI 9790,1,0.0
VWITS_need to delete hostname from AD for damaged laptop>>VWVITHLGGN574,1,0.0
VWITS_need to delete hostname from AD>>VWVITHLGGN680 VWVITHLGGN718 VWVITHLGGN174,1,0.0
"VWITS_need to delete hostname from AD>>VWVITHLGGN730, VWVITHLGGN521",1,0.0
VWITS_need to delete hostname from AD>>VWVITHLGGN77 VWVITHLGGN34,1,0.0
VWITS_need to delete the hostname form AD>>VWVITHLGGN783,1,0.0
VGDS_MS Office Pkg under SCCM,1,0.0
VWITS_need to delete the hostname from AD  VWVITHLGGN680 VWVITHLGGN718 VWVITHLGGN107 VWVITHLGGN157 VWVITHLGGN760 VWVITHLGGN126 VWVITHLGGN19,1,0.0
VWITS_need to delete the hostname from AD and epo>>VWVITHLGGN507,1,0.0
VWITS_need to delete the hostname from AD for damage broken laptop,1,0.0
VWITS_need to delete the hostname from AD for exit user,1,0.0
VWITS_need to delete the hostname from AD for replacement laptop,1,0.0
VGDS_New laptop Configuration request.,1,0.0
VWITS_need to delete the hostname from AD>.VWVITHLGGN745 VWVITHLGGN04,1,0.0
VW IT Software Requisition Request Java Development Kit 8,1,0.0
VWITS_need to delete the hostname from AD>>IINPUNCLGN0030,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN09 VWVITHLGGN575,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN132 VWVITHLGGN54 VWVITHLGGN150 VWVITHLGGN39 VWITHLGGN456,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN234,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN234 VWVITHLGGN96,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN262,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN30,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN319 VWVITHLGGN201,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN77 VWVITHLGGN34 VWVITHLGGN104 VWVITHLGGN128 VWVITHLGGN69 VWVITHLGGN320 VWVITHLGGN65 VWVITHLGGN390 VWVITHLGGN749,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN86 VWVITHLGGN663,1,0.0
VWITS_need to delete the hostname from AD>>VWVITHLGGN962,1,0.0
VWITS_need to delete the hostname from ad,1,0.0
VWITS_need to delete the hostname from sscm>>VWVITHLGGN132 VWVITHLGGN54 VWVITHLGGN150 VWVITHLGGN39 VWITHLGGN456,1,0.0
VWITS_need to delete the hostname>.VWVITHLGGN299,1,0.0
VWITS_need to download rocket chat,1,0.0
VWAG_COCOA_RDR (for LSO) resource access V:VWAG_COCOADEV_RDR,1,0.0
VWITS_need to get access for DIGI Support Shared mail box.,1,0.0
VWITS_need to install Citrix host file for user id TUDMZNN,1,0.0
"VWITS_need to install Jav17, tomcat, mysql and react on IIS server",1,0.0
VWITS_need to install WSL software for project requirement,1,0.0
"VWITS_need to install \""Enterprise Architect (EA Sparx)\""",1,0.0
VWITS_need to install access database engine for rpa dev project,1,0.0
VWITS_need to install all softwares required for project on zbook .,1,0.0
VWITS_need to install citrix web client,1,0.0
VWITS_need to install cocoadevstack,1,0.0
VWITS_need to install docker on machine for training purpose,1,0.0
VWITS_need to install keepass software,1,0.0
"VWITS_need to install node js version 22 , as its not available there in self service portal.",1,0.0
VWITS_need to install node version above 20 but in service portal 18 version is available,1,0.0
VWD0KCQ6OITS_REQ11168104 : VW IT Software Requisition Request,1,0.0
VWITS_need to install printer in my system,1,0.0
"VWITS_need to install pycharm, vscode, python3.12 and notepad++",1,0.0
VWITS_need to install python to run RPA bots,1,0.0
VWITS_need to install sql management server studio,1,0.0
VWITS_need to install terraform and AWS-CLI latest version  for the upcoming project,1,0.0
VWITS_need to install the newest Microsoft Visual C++ Redistributable.,1,0.0
VWITS_need to install the printer,1,0.0
VWITS_need to install the printer - congO,1,0.0
"VWITS_need to install vs code, pycharm, jdk, git, postsql, python",1,0.0
VWGDS Hudson Boardroom and Innovation room WIFI Mac Details.,1,0.0
VWITS_need to install vsc in system,1,0.0
VWITS_need to installed python 3.11 version,1,0.0
VWITS_need to printer install in my system,1,0.0
VWITS_need to python installation,1,0.0
VWITS_need to replace headphone and mouse as they are not working properly,1,0.0
VWITS_need to reset JIRA password but the old restting jira password url is not working,1,0.0
VWITS_need to riase new ticket to the group DevOps IT-RA Support VW Group,1,0.0
VWITS_need to set Path variable,1,0.0
VWITS_need to submit the time logg leave,1,0.0
VWGDS-  Request completion RITM16262104 SAFE and RSA Activation Form,1,0.0
VWITS_need to uninstall Node.js 22,1,0.0
VWITS_need to uninstall SQL server integration services projects,1,0.0
VWITS_need to update few applications,1,0.0
"VWITS_need to update softwares - intellij Idea, MongoDB, KeyPass",1,0.0
VWITS_need to update the hostfile - Congo,1,0.0
VWITS_need to upgrade pycharm to latest version,1,0.0
VWITS_need to whitelist a domain,1,0.0
VWITS_need to work on incidents and requests hence need acess to SC3 to WAQIQVG,1,0.0
VWITS_need word add inn for icertis experience for word,1,0.0
"VWITS_neeeded to install Vs code, Pycharm",1,0.0
VWITS_new PUK Letter,1,0.0
VWITS_new mouse require,1,0.0
"VWITS_node js installation,ggn",1,0.0
VWITS_node js version above 20,1,0.0
VWITS_none of the printers on 6th floor hudson building are working,1,0.0
VWITS_not able to access RPA room,1,0.0
VWITS_not able to access aws account via cli in VW network,1,0.0
VWITS_not able to access citrix infra of MAN,1,0.0
"VWITS_not able to access the Microsoft Edge, Success Factor and  Client VDI Connection",1,0.0
VWITS_not able to access the Wi-Fi using VPN,1,0.0
VWITS_not able to access the locations from VW Laptop,1,0.0
VWITS_not able to access vdi through citrix,1,0.0
VWITS_not able to connect through VPN,1,0.0
VWITS_not able to connect to myits application,1,0.0
VWITS_not able to connect to remote desktop connection,1,0.0
VWITS_not able to connect with vw-group wi-fi,1,0.0
VWITS_not able to install any packages from WSL Ubuntu because of proxy issue.,1,0.0
VWITS_not able to login success factor -showing invalid is even if the id is correct,1,0.0
VWITS_not able to login to SAP Success Factors,1,0.0
VWITS_not able to open SOAP UI application,1,0.0
VWITS_not able to open the my Asset Managment portel AMS link getting message no access,1,0.0
VWITS_not able to reset password for Sucessfactor,1,0.0
VWITS_not able to see 6th floor hudson thinking hub meeting room in outlook,1,0.0
VWITS_not able to see/add extension in edge browser,1,0.0
VWITS_not able to send emails thru id invoice.ar.vwipl@volkswagen.co.in to customers and also one change in email id word vwipl to vwgds,1,0.0
VWITS_not able to sign documents digitally it says card is blocked,1,0.0
VWITS_not able to use github copilot in VS code,1,0.0
VWITS_not bale access jira properly,1,0.0
VWITS_not getting Edit option on confluence,1,0.0
VWITS_not getting any company related mails,1,0.0
"VWITS_not received headphones while joining, need headphones",1,0.0
VWITS_not receiving organizational mail,1,0.0
"VWITS_notepad++ install,",1,0.0
VWITS_notepad++ installation.,1,0.0
VWITS_npm is not working in my system.,1,0.0
VWITS_office 365 is not working please assign it for new user,1,0.0
VWITS_office Wifi access required on 29th May,1,0.0
"VWITS_on behalf of colleague, need setup the spark environment on high priority",1,0.0
VWITS_on vw-group wifi we are facing issue while connecting to azure cloud service through API,1,0.0
VWITS_one connect is not working for in congo location,1,0.0
VWGDS- Access Requisition on IT Infra BOT Group mailbox and Shared path,1,0.0
VWITS_one connect portal opening issue,1,0.0
VWITS_oneconnect is not working in macbook congo location,1,0.0
"VWITS_ot able to access, one connect and AISHA portal",1,0.0
VWITS_others,1,0.0
"VWITS_outlook has loads of email's , need help to archieve it",1,0.0
VWGDS- Creation of Share Folder,1,0.0
VWITS_outlook working very slow getting issue while sending emails this 2nd time I highlighted the issue,1,0.0
"VWITS_paasword reset , GGN",1,0.0
VWITS_password change OneConnect,1,0.0
VWITS_password has been expired.,1,0.0
VWITS_password reset is required,1,0.0
"VWITS_password reset issue for Gusain, Krishna user",1,0.0
VWITS_password reset require.,1,0.0
VWITS_people Gallery walks  event step-up and support for GGN location,1,0.0
VWITS_perform password reset for associate,1,0.0
"VWITS_permission for KIRA Roles (Confluence,JIRA,etc in devstack)",1,0.0
VWITS_phoenix.dms@volkswagen.co.in Access and Owner to this DL,1,0.0
VWITS_photo update,1,0.0
"VWITS_pki card blocked for digitally signing pdf,",1,0.0
"VWITS_pki card replacement, GGN",1,0.0
VWITS_please Grant SC3 Access to Sukoon Shete,1,0.0
VWITS_please Out going stop 7175,1,0.0
"VWITS_please add ""cgm-vwits-clouddevops-sdc"", so that I can access ""https://confluence.wob.vw.vwg:8443/confluence/display/VWITS/Cloud+Team+Onboarding+Master",1,0.0
"VWITS_please add Cocoa DevStack Resource Group, V:V-UNIXWOB and V-B2BEXPORT resource addition in KIRA,",1,0.0
VWITS_please add me to DG groups provided in attached screenshot,1,0.0
VWITS_please add role Cocoa Devstack in VCD,1,0.0
VWITS_please allocate my profile on devstack confluence,1,0.0
"VWITS_please assign owner role of VITI DL PL VWITS Klima Dev to Kamble, Bhagyashri (Digital Solutions IN I-DK-R) , earlier this role has been assigned to me.",1,0.0
"VWITS_please cancel this Requests from my.serve- RITM14864283 , RITM14863975",1,0.0
VWITS_please free some space and catche files,1,0.0
VWITS_please give permission to send and receive mail from resource mailbox: svc.support.vwits@volkswagen.co.in,1,0.0
VWITS_please give the KIRA access for project P42M mention here VWAG_SERVICECENTER_USER,1,0.0
VWITS_please guide how to add digital signature in documents,1,0.0
VWITS_please help adding KIRA resources,1,0.0
VWGDS- New Request to IT Service Desk For IT Security Incident Reporting Form - RITM16236677,1,0.0
VWITS_please help and assign the role: V-B2B-EXPORT - B2B t,1,0.0
VWITS_please help in create component and Group in Jira,1,0.0
VWITS_please help in getting a dev account set up,1,0.0
VWGDS- New Request to IT Service Desk For IT Security Incident Reporting Form - RITM16236787,1,0.0
VWITS_please install .NET 6.0 Desktop Runtime (v6.0.36) required for VM ware horizon client (Congo Location),1,0.0
VWITS_please install Catia latest version,1,0.0
VWITS_please install HP ALM (application lifecycle management) tool on my laptop.,1,0.0
VWITS_please install Manage Engine for hostname,1,0.0
VWITS_please install latest version of Connect Teamcenter application,1,0.0
VWITS_please install latest version of Connect teamcenter application,1,0.0
VWITS_please install manage engine on my machine :- VWVITHLPUB8070,1,0.0
VWITS_please install manage engine on my machine- VWVITHLPUB8161,1,0.0
VWITS_please install monitors on Hudson 6th floor on all the desks in the range,1,0.0
"VWITS_please install notepad++, Putty, Winscp",1,0.0
VWITS_please install python and visual studio code on my machine-VWVITHLPUB8161,1,0.0
VWITS_please install self service portal to install visual studio code,1,0.0
VWITS_please install virtual card,1,0.0
VWITS_please install virtual pki card in my laptop,1,0.0
VWITS_please installed putty and Pageant,1,0.0
"VWITS_please move the desk phone to MD-MSAE ODC  Ext No-7315,7312,7314",1,0.0
VWITS_please move these systems to the correct group under the system tree,1,0.0
VWITS_please onboard my user to KIRA QS system .,1,0.0
VWITS_please provide a KIRA access Roles for NEON team,1,0.0
VWITS_please provide access,1,0.0
VWITS_please provide access for COCOA tools for Future Tech Projects,1,0.0
"VWITS_please provide access for following link https://wiki-ams-connect.wob.vw.vwg/doku.php?id=startanddo=loginandsectok=\""",1,0.0
VWITS_please provide local Admin access to following user D16W98P,1,0.0
VWGDS- New Request to IT Service Desk For IT Security Incident Reporting Form - RITM16236942,1,0.0
VWITS_please provide me SOLMAN and Extended KIRA Resource access for Brazil Rollout.,1,0.0
VWITS_please provide me different mouse because given mouse is not properly working,1,0.0
VWGDS- New Request to IT Service Desk For IT Security Incident Reporting Form - RITM16244785,1,0.0
VWITS_please regularize my attendance on 14.05.2025 in successfactor. Out time : 19:30,1,0.0
VWITS_please remove Leadership Summit cource from my learning section,1,0.0
VWITS_please replace my headphone as this is warming the ear which is not good currently i am working on high priority project can you please replace my existing heaphone and give new one of zabra,1,0.0
VWITS_please update my VMware Horizon client,1,0.0
VWITS_please upgrade windows 11,1,0.0
VWITS_postgre sql software  installation require on system for project,1,0.0
VWITS_postgre sql software need  to upgrade>>>APA9GZ3,1,0.0
VWITS_postgresql 16 installation - GGN,1,0.0
VWITS_postman installation,1,0.0
VWITS_powershell is getting turned off after finishing the nodeJs setup.,1,0.0
"VWITS_print is not coming from printer, pls check this",1,0.0
VWITS_printer access Congo 9th floor,1,0.0
VWITS_printer acess needed,1,0.0
VWITS_printer activation,1,0.0
VWGDS- New Request to IT Service Desk For IT Security Incident Reporting Form - RITM16246004,1,0.0
VWITS_printer configuration (Congo),1,0.0
VWITS_printer configuration for congo 8th floor,1,0.0
VWITS_printer configuration for my new assigned Mac laptop,1,0.0
VWITS_printer configuration in Hudson building.,1,0.0
VWITS_printer configuration on macbook,1,0.0
VWGDS- New Request to IT Service Desk For IT Security Incident Reporting Form - RITM16246737,1,0.0
VWGDS- New Request to IT Service Desk For IT Security Incident Reporting Form - RITM16248543,1,0.0
"VWITS_printer configuration, GGN",1,0.0
"VWITS_printer configuration, ggn 4th floor",1,0.0
VWITS_printer configuration-Ganges,1,0.0
VWGDS- New Request to IT Service Desk For IT Security Incident Reporting Form - RITM16264308,1,0.0
VWGDS- Request For GitHub copilot configuration,1,0.0
"VWITS_printer installation ,GGN",1,0.0
