Title,Incident_Count
"VWITS_ Personal WIFI teams and Outlook was working fine. but when I had connected with mobile hotspot its getting connected with VP, but teams and outlook not working",2
VWITS_From past 2 days we are unable to perform GOC.,2
VWITS-ticket number not created against RITM15208221,2
VWITS- Cameo system modeler issue,2
VWITS-System AV not updated,2
VWITS-FireEye Alert- INTERACTIVE MALICIOUS POWERSHELL (METHODOLOGY)- VWITS,2
Request to regularize attendance for 10th Feb 2025,2
VWITS-FireEye Alert- LSA PROTECTION DISABLE (METHODOLOGY) - VWITS,2
VWITS_Automation Anywhere Control Room getting disconnected frequently,2
VWITS-Not able access MS Teams channel,2
VWITS-KPM application is facing slowness issue,2
VWITS-FireEye Alert- POTENTIAL KEEPASS 2.X DATABASE EXPORT (METHODOLOGY),2
VWITS-Catia software installation in win 11 os having error blue screen,2
VWITS_AVAYA Deskphone is not working,2
"VWITS_Due to wrong password, employee is not able to login to the system.",2
VWITS- not able to open the SC3 tool,2
VWITS-System hang issue,2
VWITS_Card PIN is blocked.,2
VWITS-Change in Reporting Manager,2
VWITS-RE: FireEye Alert- POTENTIAL KEEPASS 2.X DATABASE EXPORT (METHODOLOGY)- VWITS,2
VWITS-Notification Updates,2
SF : Correction,2
VWITS- slowness while working from Hudson building,2
VWITS-Changes in successfactor,2
VWITS-Keyboard not working.,2
VWITS_I am facing issue in citrix acess. Getting error please check,2
VWITS-mouse not working,2
SF account locked,2
VWITS_ Regarding Desk phone transfer,2
VWITS-Unable to access encrypted mail.,2
SF password reset,2
VWITS-Unable to access github.com,2
"VWITS_Hi Team,  We are currently experiencing an issue where the MAN Desktop is not opening through the Citrix application. The error displayed indicates that the connection is being interrupted.  This issue is affecting all team members working from home",2
VWITS-admin credentials required for following software installation,2
VWITS-VPN not working,2
SF_course is locked,2
VWITS-Following Up on UserID Mapping,2
VWITS_ Regarding Headset issue.,2
Seat allocation for Thursday and Friday,2
VWITS-Requirement of Cloud Training Assigning to Users,2
VWITS-Unable to access my SAP SuccessFactor,2
VWITS-Reactivation my SF account,2
VWITS_I am having WIFI connectivity problem,2
Shift issue in success factor,2
VWITS_Avaya phone not working,2
VWITS- unable to received reset password,2
VWITS-unable to access the azure cli via command prompt,2
VWITS-unable to access the link below which is scania citrix related,2
VWITS-Microphone is not working,2
"VWITS_Facing the issue to access the Citrix-Jump link as below, https://citrix-jump.skoda.vwg/Citrix/JUMPWeb/ below is then snap",2
VWITS-unable to connect VPN,2
VWITS_Headset Requirement,2
VWITS- Facing issues with Office 365 profile.,2
VWITS-Online Information Security Course,2
VWITS_Citrix is not working,2
VWITS-Unable to access the CyberArk link,2
Success factor ( SAVW E-Learning Platform) log in issue,2
VWITS-LMS - Mandatory Training Completion,2
VWITS_GOC Process Failing in Pune for Last 2 Days in Lenovo Laptops,2
Success factor Correction,2
VWITS- FireEye Alert- Malware Object - VWITS,2
VWITS- FireEye Alert- POTENTIAL KEEPASS 2.X DATABASE EXFILTRATION (METHODOLOGY) - VWITS,2
VWITS_ i have some files on my sharepoint. after the domain changed i am not able to access those files from the link and showing me the attached error SharePoint Online: Permissions Issue/Access Issue,2
VWITS-Not able to access below citrix link,2
VWITS- FireEye Alert: Malware Object Found- VWITS,2
VWITS-Gen AI Security Awareness Assessment : The content is locked,2
VWITS_Access denied error when trying to log in to The Nerdy Tech Box.,2
VWITS- Floater leave on 19-08-2024,2
VWITS-Our Zaggle portal is not accessible to any employees.,2
VWITS_Confluence access has been deactivated for the user vedp995. please activate,2
VWITS- Gen AI Security Awareness Assessment,2
VWITS_HDMI Cable required,2
VWITS_Citrix is not working.,2
SuccessFadctor TimeOff issue,2
Successfactor attendence query,2
VWITS-Regarding Attendance Regularization,2
"VWITS-VWITS Service Level Manager VW Group"" is locked",2
Successfactors account locked,2
VWITS-Citrix installation,2
VWITS-Citrix is closing Often and Microsoft Teams is not working.,2
Swipe In/ Out not reflecting in SF,2
Swipe-in missing for date: 22/01/25,2
VWITS_C drive space is full,2
VWITS-Citrix issue,2
"VWITS_During the morning test,  encountered a camera black screen issue in the Slavia Meeting Room.",2
VWITS-Video assignments got removed from the SAP,2
"VWITS_Hello, I am unable to login into Concur after domain in my email address changed. Kindly help.",2
VWITS_Citrix is working very slow,2
Test Tkt,2
VWITS-Outlook and Microsoft Teams Issue.,2
VWITS-Monthly Vulnerability Report - Servers | Feb 2024,2
Time Type update - 15th August'24,2
VWITS-Monthly Vulnerability Report - Servers | Feb 2024 | Apurv Singhal,2
VWITS_Disk is full,2
VWITS- I am unable to see record to related - RR17923004.,2
VWITS-Outlook and Teams not working in iPhone,2
VWITS_Barco Clickshare doesn't work on my machine.,2
VWITS-Laptop Charger not working,2
VWITS_HDMI Modem,2
VWITS-: Bi-Weekly Attendance Report,2
VWITS-Getting error Your account has been disabled,2
VWITS-Teams and outlook not working,2
VWITS-Outlook and teams is getting disconnected,2
VWITS- In time not recorded on 2nd and 8th July 25,2
VWITS-Mouse is not working properly,2
VWITS-Teams and outlook not working for new joinee,2
VWITS-Outlook and teams not working,2
Training completion,2
VWITS_ laptop is not working,2
VWITS-Regarding Punch In Time,2
VWITS- Issue while updating skill matrix,2
VWITS_Getting issue while connecting with Outlook using Automation Email packages. Getting issue as: Outlook Account is not setup on your system.,2
VWITS_Aisha is not launching and not getting detected,2
Unable to Connect Servers from VW Bengaluru Office,2
VWITS-AWS S3 bucket download speed issue on DPP and BO account,2
VWITS-AWS SSM plugin is missing,2
VWITS-Laptop Mic is not working,2
VWITS_Citrix issue.,2
VWITS- Issue with editing files located in Teams Channel,2
VWITS_Event log full not able to login system,2
VWITS-Clickshare not working,2
"VWITS_Getting key chain password popup, and not able to run any repositories. Kindly check and resolve this.",2
VWITS-Outlook calendar meetings sync issue,2
VWITS-Regarding Success Factor username password,2
VWITS-Not able to access to the sites,2
VWITS_I am not able to login  with my PA -ADM account :pa_u7m90w4@volkswagengroup.onmicrosoft.com,2
Unable to apply comp off.,2
VWITS-Unable to see mentioned group in SC3,2
VWITS_Hi All,2
VWITS-My Citrix is not working,2
VWITS-Unable to configure iPhone,2
VWITS-Regarding applying wfh on successfactor,2
VWITS-Access has been blocked by Conditional Access policies.,2
VWITS_Headset needed,2
VWITS-Completed Anti Corruption Training still showing in SF,2
VWITS-Access issue,2
VWITS-Regarding attendance on 1.11.2024 and 16.11.2024,2
VWITS-Completion of cloud security training,2
VWITS-Regarding attendance regularization,2
VWITS-My Headset is not working,2
VWITS-Confluence and Jira not working,2
VWITS-My Laptop Battery is drianing so fast,2
Unable to login to Success Factor portal,2
VWITS-Account Frequently lock,2
Unable to login to success portal,2
Unable to login to the successfactor portal,2
VWITS-Account Locked,2
VWITS_Certificate issue,2
VWITS-Connection error - check point mobile connection,2
"VWITS_I am facing the issue with the Hyper-V. After providing the login credentials, it successfully getting opened but after clicking on connect to server the process getting terminated.",2
VWITS_Digital signature issue,2
VWITS-not able to access the following link,2
VWITS_Citrix not opening,2
VWITS-Outlook is not opening,2
VWITS-Account is getting locked frequently,2
"VWITS_Hello Team, We are not able to access our CTR application from VW Network where as we are able to access it from Internet. Could you please check and help why Firewall is blocking this and make it whitelist. nslookup ================ nslookup compon",2
VWITS-Outlook not connecting,2
VWITS-Teams is not working properly.,2
VWITS-Account lock out issue,2
VWITS-Correction in SF for Business Trip,2
VWITS-SF Password reset DR76SF7,2
VWITS_Headset cushion issue,2
VWITS-Regarding hybrid model not reflected in SF,2
VWITS-Laptop camera not functioning even after driver installation,2
VWITS-SF Account Locked,2
VWITS-Laptop display blinking issue after reboot.,2
VWITS-Outlook issue,2
VWITS-Laptop charger is not working,2
VWITS-Not able to complete mandatory training on SF,2
VWITS-Laptop charger is not working.,2
VWITS_Facing issue while charging laptop as there is problem with laptop charger,2
VWITS_I am not able to use copilot with VS code,2
VWITS_I am not able to work with VPN network.,2
VWITS_ not able to connect mobile check point,2
VWITS_I am the owner of this DL VWITS DL PL VWITS_AIMS_ABAP.,2
VWITS_I am trying to complete mandatory course on information security online but i am getting stuck due to some server or other issues,2
VWITS_I am unable to clone the Holger project repository due to a password issue.,2
VWITS-Admin access has been revoked automatically.,2
VWITS_I am writing to request a password reset,2
"VWITS_I got my PKI replaced, i have followed the mentioned steps as next step, now im unable to authenticate via pagent(not able to connect to the server as it is asking for password)",2
VWITS_I had requested for the SC3 Access with request id REQ10083316 but still cant access the site .,2
"VWITS_I had requested to install one software on last Friday, I even got the approval for it through software requisition form, still there is no action",2
VWITS_I have an issue in outlook to read encrypted mail attachment content.,2
VWITS_I have face issue to team to show video,2
VWITS_I have found my original PKI card and wish to cancel the request for a new one.,2
"VWITS_I have installed python and vs code from self service portal , but i am unable to configure python, as path variables are not set , i am getting errors like this C:\\Users\\wiicgxg>python3 --version Python was not found; run without arguments to ins",2
VWITS_I have intelij license assigned for m my user strill it shows free/trial version also at times i get dis connected from ide and i fail issue accessing repostory,2
VWITS-Course is locked,2
VWITS_I have not received any solution for ticket REQ9677346 RITM14394452,2
VWITS_I have received this mails which looks like outside organization and looks like a scam/phishing attempt. I have not clicked any links or downloaded any attachments. please rectify this issue,2
VWITS_I have to access GIS Iservice and they are unable to see my id.,2
VWITS_I joined on 21 Jan 2025 and opted for WFH infra (i.e. Table and office chair) but still i get the office chair,2
VWITS_I need system adminstrator permission for installing citrix,2
VWITS_I need to install Adobe life cycle software for my project purpose,2
"eading, that a URL is not reachable from PUNEVWITS- GGN Internet Slowness issue",2
VWITS_I tried to fill the software requisition form for some softwares required for project but it got cancelled automatically.,2
VWITS_I want access of vwdl organization on github my previous invite expired,2
VWITS_I want to access on sc3 group services,2
VWITS_I want to install Citrix.,2
VWITS_I want to install node and yarn inside WSL but having internet issue inside WSL,2
VWITS-Admin mode disable in MAC Book,2
VWITS_I would like to reiterate the reasons why open network access is required in the office n/w: Dependency Downloads for Development Java Applications: We are unable to download libraries from Maven Central due to the following error: UnknownHostExcept,2
VWITS-Laptop display is not working.,2
"VWITS_I'm facing an issue with project in aws, i'm not assigned to a project in aws login, getting an error on lz-cli \"" did not receive valid feedback from login\""",2
VWITS-SF account locked,2
VWITS-SF account logged out support needed,2
VWITS_Im facing issue while installing ssms 18 in my new system.,2
VWITS_In my SuccessFactors the manager name was changed,2
VWITS_Install Manage Engine in my system,2
VWITS_Install Notepad++,2
VWITS_Installation of Pulse Secure software need admin access,2
"VWITS_Installed Acrobat DC (2019) Pro few months back, now the software has gone missing from my system....",2
VWITS-Regarding the access for MS Teams Meeting Recording,2
VWITS_Internet access is very slow,2
VWITS_Internet is slow in banglore office. Takes longer time to download and upload the files.,2
VWITS-Unable to connect Zscaler,2
"VWITS_Dear IT Team, We are currently facing an issue with our AWS CodeBuild pipeline that uploads reports to Confluence. The process previously worked using Basic Authentication (curl -u username:token), but it now consistently returns HTTP 401 Unauthoriz",2
"VWITS_I’m encountering a recurring pop-up error stating, “You cannot call a method on a null-valued expression.” Please investigate this issue ASAP.",2
VWITS_Citrix not working since morning..not able to work..,2
VWITS-not able to connect to Wifi,2
VWITS_Java not working,2
VWITS-DCSO Alert - Exploitation Attempt (CVE: Generic Exploit) - VWITS,2
VWITS_KIRA,2
VWITS_KIRA resources needed,2
VWITS_KSRM not working when working from Home,2
VWITS_Keyboard issue,2
VWITS_Keyboard of my laptop is not working properly.,2
VWITS_Kindly remove me from the these assignment group,2
Account locked for SuccessFactors Portal,2
VWITS_LAN is not working,2
"VWITS-Adobe AcrobatUpd 24.002.20759\"" application is failing to install on my system.",2
VWITS_LAN not working,2
VWITS_I am in a need of Plugin for project work,2
VWITS_I am getting notification for Software update from Software Center so should I have to do update or not.,2
VWITS-Unable to connect checkpoint.,2
VWITS_Laptop C drive full,2
VWITS-Headphone is not working.,2
VWITS_Headphone is not working,2
VWITS-DCSO Alert - Possible Malware Infection (Fake Updates) - VWITS,2
VWITS_Laptop Charger,2
VWITS_CATIA issue,2
VWITS_Laptop Charger water damage due to water spill in the bag,2
VWITS_Laptop Display issue,2
VWITS_Laptop Heating issue,2
VWITS_Laptop Keypad issue,2
VWITS_Laptop Mic issue,2
VGDS- We are currently experiencing multiple GOC issues while using SCCM,2
VWITS_Laptop SSD issue,2
VWITS-Headphone not working,2
VWITS_Laptop battery issue,2
VWITS-We are facing GOC error,2
VWITS-DCSO Alert- Possible Malware Infection (ClearFake) - VWITS,2
VWITS- Non Compliance | Mandatory Information Security Training,2
April Month Shift Allowance - Attendance Short,2
VWITS-not able to login One connect platform,2
VGDS-Network issue at Enyaq meeting room.,2
VWITS_Laptop heating issue,2
VWITS_Laptop is getting hang very frequently,2
